filepath,boxes
/content/face-images/2002/08/01/big/img_2146.jpg,"[(0.06333333, 0.22444444, 0.08666667, 0.14222222), (0.13444444, 0.16666667, 0.05555556, 0.08444444), (0.34444444, 0.15555556, 0.06222222, 0.08888889), (0.31444444, 0.32888889, 0.11333333, 0.18666667), (0.14555556, 0.48111111, 0.08222222, 0.11777778), (0.43666667, 0.61777778, 0.15777778, 0.26222222), (0.64888889, 0.25555556, 0.08444444, 0.15555556), (0.89555556, 0.13777778, 0.07555556, 0.12444444)]"
/content/face-images/2002/08/02/big/img_543.jpg,"[(0.50111111, 0.20888889, 0.25555556, 0.38666667)]"
/content/face-images/2003/01/16/big/img_777.jpg,"[(0.30222222, 0.30666667, 0.25333333, 0.36), (0.69888889, 0.28666667, 0.25111111, 0.39111111)]"
/content/face-images/2002/07/30/big/img_484.jpg,"[(0.49777778, 0.33111111, 0.37333333, 0.54222222)]"
/content/face-images/2002/08/13/big/img_1161.jpg,"[(0.30777778, 0.52444444, 0.14, 0.2), (0.48444444, 0.39333333, 0.14666667, 0.23555556), (0.74444444, 0.33111111, 0.16444444, 0.23555556), (0.42111111, 0.19333333, 0.26, 0.37777778)]"
/content/face-images/2002/07/21/big/img_390.jpg,"[(0.34222222, 0.24222222, 0.17333333, 0.23555556), (0.81666667, 0.31222222, 0.17111111, 0.25555556), (0.02555556, 0.22333333, 0.04222222, 0.06444444), (0.06333333, 0.11888889, 0.03777778, 0.05111111), (0.12333333, 0.21666667, 0.02888889, 0.04666667), (0.15, 0.22777778, 0.02888889, 0.04666667), (0.10222222, 0.36222222, 0.04444444, 0.06666667), (0.04666667, 0.50888889, 0.04888889, 0.06666667), (0.02555556, 0.43, 0.05111111, 0.1), (0.59444444, 0.37777778, 0.04222222, 0.05777778), (0.69333333, 0.49666667, 0.06222222, 0.08666667), (0.66666667, 0.12555556, 0.04, 0.05555556), (0.74222222, 0.39222222, 0.04, 0.05111111), (0.97, 0.27444444, 0.04666667, 0.06444444), (0.51444444, 0.14222222, 0.03777778, 0.05333333)]"
/content/face-images/2002/08/06/big/img_2288.jpg,"[(0.54888889, 0.35555556, 0.18666667, 0.31111111)]"
/content/face-images/2002/08/21/big/img_677.jpg,"[(0.51222222, 0.16444444, 0.14444444, 0.22666667)]"
/content/face-images/2002/08/13/big/img_747.jpg,"[(0.46, 0.31777778, 0.33333333, 0.45777778)]"
/content/face-images/2002/08/15/big/img_1248.jpg,"[(0.49, 0.39555556, 0.37111111, 0.55111111)]"
/content/face-images/2002/07/31/big/img_416.jpg,"[(0.35222222, 0.48333333, 0.14, 0.20666667), (0.60555556, 0.40333333, 0.13555556, 0.22)]"
/content/face-images/2002/09/02/big/img_15259.jpg,"[(0.47333333, 0.25, 0.26666667, 0.39333333)]"
/content/face-images/2002/08/16/big/img_781.jpg,"[(0.50111111, 0.35333333, 0.36666667, 0.56)]"
/content/face-images/2002/08/24/big/img_754.jpg,"[(0.21444444, 0.30333333, 0.16666667, 0.27777778), (0.55888889, 0.48666667, 0.15333333, 0.24444444), (0.78888889, 0.43888889, 0.14222222, 0.23333333)]"
/content/face-images/2002/07/24/big/img_803.jpg,"[(0.48666667, 0.45111111, 0.18666667, 0.27555556)]"
/content/face-images/2002/08/20/big/img_609.jpg,"[(0.22666667, 0.45777778, 0.35555556, 0.51555556), (0.71888889, 0.26777778, 0.32666667, 0.52222222)]"
/content/face-images/2002/08/28/big/img_19571.jpg,"[(0.5, 0.25888889, 0.26666667, 0.40222222)]"
/content/face-images/2002/09/01/big/img_16140.jpg,"[(0.46, 0.17888889, 0.16444444, 0.26444444)]"
/content/face-images/2002/08/26/big/img_769.jpg,"[(0.26444444, 0.43777778, 0.41777778, 0.67111111)]"
/content/face-images/2002/07/20/big/img_588.jpg,"[(0.13888889, 0.44333333, 0.13111111, 0.19777778), (0.36222222, 0.43777778, 0.13777778, 0.2), (0.6, 0.43444444, 0.12888889, 0.19777778), (0.81888889, 0.43555556, 0.14444444, 0.21333333)]"
/content/face-images/2002/08/02/big/img_898.jpg,"[(0.47777778, 0.38333333, 0.33777778, 0.51333333)]"
/content/face-images/2002/07/21/big/img_466.jpg,"[(0.26888889, 0.45, 0.27111111, 0.42888889)]"
/content/face-images/2002/08/14/big/img_1046.jpg,"[(0.48, 0.39888889, 0.42666667, 0.71333333)]"
/content/face-images/2002/07/25/big/img_212.jpg,"[(0.67666667, 0.20666667, 0.18444444, 0.29333333)]"
/content/face-images/2002/08/26/big/img_353.jpg,"[(0.50555556, 0.36555556, 0.24666667, 0.36222222)]"
/content/face-images/2002/08/19/big/img_810.jpg,"[(0.13333333, 0.56888889, 0.24888889, 0.4), (0.51222222, 0.42777778, 0.29555556, 0.54888889), (0.72444444, 0.52333333, 0.16, 0.24666667)]"
/content/face-images/2002/08/31/big/img_17824.jpg,"[(0.40777778, 0.52, 0.24222222, 0.37777778), (0.57777778, 0.20333333, 0.28, 0.41111111)]"
/content/face-images/2002/08/12/big/img_631.jpg,"[(0.41555556, 0.27444444, 0.24888889, 0.42888889), (0.75888889, 0.35777778, 0.22444444, 0.28)]"
/content/face-images/2002/07/19/big/img_828.jpg,"[(0.73666667, 0.28888889, 0.13111111, 0.19555556), (0.21888889, 0.29222222, 0.13555556, 0.18888889)]"
/content/face-images/2002/07/24/big/img_130.jpg,"[(0.57222222, 0.45888889, 0.18, 0.29555556)]"
/content/face-images/2002/08/25/big/img_580.jpg,"[(0.14444444, 0.21444444, 0.21777778, 0.29555556), (0.48555556, 0.59222222, 0.28666667, 0.39777778), (0.80555556, 0.31888889, 0.22444444, 0.31333333)]"
/content/face-images/2002/07/31/big/img_699.jpg,"[(0.38222222, 0.27444444, 0.24444444, 0.36666667), (0.72777778, 0.28333333, 0.20222222, 0.35333333)]"
/content/face-images/2002/07/23/big/img_808.jpg,"[(0.37333333, 0.35888889, 0.26666667, 0.45555556), (0.71666667, 0.44444444, 0.1, 0.15111111), (0.85444444, 0.48111111, 0.11333333, 0.18444444)]"
/content/face-images/2002/07/31/big/img_377.jpg,"[(0.22, 0.39333333, 0.16, 0.22222222), (0.88, 0.36555556, 0.16, 0.22888889)]"
/content/face-images/2003/01/16/big/img_570.jpg,"[(0.37666667, 0.34666667, 0.14888889, 0.25777778)]"
/content/face-images/2002/09/01/big/img_16254.jpg,"[(0.50888889, 0.24, 0.24444444, 0.42666667)]"
/content/face-images/2002/07/21/big/img_471.jpg,"[(0.59888889, 0.33777778, 0.37111111, 0.54666667)]"
/content/face-images/2002/08/01/big/img_1548.jpg,"[(0.24888889, 0.66333333, 0.32888889, 0.42888889), (0.55222222, 0.40444444, 0.40666667, 0.52)]"
/content/face-images/2002/08/18/big/img_252.jpg,"[(0.48888889, 0.34444444, 0.18666667, 0.30222222)]"
/content/face-images/2002/08/19/big/img_576.jpg,"[(0.53555556, 0.51888889, 0.20888889, 0.33555556)]"
/content/face-images/2002/08/20/big/img_464.jpg,"[(0.30666667, 0.29444444, 0.15555556, 0.25111111)]"
/content/face-images/2002/07/27/big/img_735.jpg,"[(0.28222222, 0.51888889, 0.36, 0.53555556), (0.66888889, 0.50333333, 0.32, 0.50888889)]"
/content/face-images/2002/08/21/big/img_589.jpg,"[(0.46777778, 0.36888889, 0.53555556, 0.88)]"
/content/face-images/2003/01/15/big/img_1192.jpg,"[(0.51222222, 0.33111111, 0.15333333, 0.23555556)]"
/content/face-images/2002/08/09/big/img_302.jpg,"[(0.51222222, 0.33444444, 0.33555556, 0.45111111)]"
/content/face-images/2002/07/31/big/img_594.jpg,"[(0.51, 0.36111111, 0.18444444, 0.29111111), (0.31555556, 0.80777778, 0.12, 0.19333333)]"
/content/face-images/2002/08/23/big/img_19.jpg,"[(0.48555556, 0.38555556, 0.45555556, 0.61555556)]"
/content/face-images/2002/08/29/big/img_18819.jpg,"[(0.47333333, 0.32777778, 0.33777778, 0.5)]"
/content/face-images/2002/08/19/big/img_293.jpg,"[(0.44222222, 0.27333333, 0.33333333, 0.47555556)]"
/content/face-images/2002/07/30/big/img_331.jpg,"[(0.54555556, 0.42555556, 0.53555556, 0.74444444)]"
/content/face-images/2002/08/23/big/img_607.jpg,"[(0.38333333, 0.20666667, 0.19777778, 0.32444444), (0.58888889, 0.14333333, 0.18666667, 0.28222222)]"
/content/face-images/2002/07/30/big/img_363.jpg,"[(0.25, 0.35111111, 0.15777778, 0.25333333), (0.74333333, 0.35, 0.18, 0.26444444)]"
/content/face-images/2002/08/16/big/img_766.jpg,"[(0.59444444, 0.60888889, 0.24222222, 0.41333333)]"
/content/face-images/2003/01/13/big/img_481.jpg,"[(0.53, 0.24111111, 0.32222222, 0.43333333)]"
/content/face-images/2002/08/06/big/img_2515.jpg,"[(0.35222222, 0.22111111, 0.17555556, 0.28666667), (0.60666667, 0.33888889, 0.14666667, 0.25555556)]"
/content/face-images/2002/09/02/big/img_15913.jpg,"[(0.17777778, 0.34666667, 0.22222222, 0.32), (0.49222222, 0.42, 0.16222222, 0.24444444), (0.82555556, 0.33666667, 0.19777778, 0.28222222)]"
/content/face-images/2002/09/02/big/img_15827.jpg,"[(0.64333333, 0.42444444, 0.25555556, 0.30666667)]"
/content/face-images/2002/09/02/big/img_15053.jpg,"[(0.50444444, 0.23777778, 0.26666667, 0.37777778)]"
/content/face-images/2002/08/07/big/img_1576.jpg,"[(0.55, 0.47111111, 0.19333333, 0.26666667)]"
/content/face-images/2002/07/23/big/img_268.jpg,"[(0.50777778, 0.21444444, 0.20666667, 0.33555556)]"
/content/face-images/2002/08/21/big/img_152.jpg,"[(0.48333333, 0.36666667, 0.37111111, 0.63555556)]"
/content/face-images/2003/01/15/big/img_578.jpg,"[(0.71888889, 0.36666667, 0.27777778, 0.37777778)]"
/content/face-images/2002/07/21/big/img_589.jpg,"[(0.50222222, 0.54555556, 0.18666667, 0.30444444)]"
/content/face-images/2002/07/20/big/img_548.jpg,"[(0.52555556, 0.44444444, 0.22888889, 0.34222222)]"
/content/face-images/2002/08/27/big/img_19693.jpg,"[(0.27111111, 0.14444444, 0.19111111, 0.24444444), (0.41, 0.21777778, 0.20666667, 0.29333333), (0.83111111, 0.21111111, 0.16444444, 0.26666667)]"
/content/face-images/2002/08/31/big/img_17252.jpg,"[(0.48666667, 0.38222222, 0.28444444, 0.38222222)]"
/content/face-images/2002/07/31/big/img_138.jpg,"[(0.51333333, 0.47333333, 0.18222222, 0.27555556), (0.64444444, 0.39666667, 0.15111111, 0.22888889), (0.75555556, 0.32555556, 0.15555556, 0.25555556)]"
/content/face-images/2002/07/23/big/img_372.jpg,"[(0.40222222, 0.28444444, 0.21777778, 0.35111111), (0.07444444, 0.45444444, 0.16666667, 0.23777778)]"
/content/face-images/2002/08/16/big/img_695.jpg,"[(0.34333333, 0.40666667, 0.29111111, 0.44444444)]"
/content/face-images/2002/07/27/big/img_287.jpg,"[(0.26, 0.43222222, 0.23111111, 0.31333333), (0.67333333, 0.38777778, 0.22222222, 0.31777778), (0.18555556, 0.12111111, 0.18444444, 0.25555556), (0.40666667, 0.30777778, 0.20888889, 0.35777778)]"
/content/face-images/2002/08/15/big/img_315.jpg,"[(0.42111111, 0.27666667, 0.21555556, 0.36222222)]"
/content/face-images/2002/08/10/big/img_361.jpg,"[(0.48444444, 0.41777778, 0.41777778, 0.71555556)]"
/content/face-images/2002/07/29/big/img_899.jpg,"[(0.46222222, 0.34111111, 0.16888889, 0.27777778)]"
/content/face-images/2002/08/13/big/img_771.jpg,"[(0.69555556, 0.26333333, 0.16888889, 0.23777778)]"
/content/face-images/2002/08/21/big/img_92.jpg,"[(0.48333333, 0.41777778, 0.45111111, 0.67111111)]"
/content/face-images/2003/01/15/big/img_425.jpg,"[(0.40888889, 0.27111111, 0.30666667, 0.45333333), (0.84777778, 0.32333333, 0.24666667, 0.34)]"
/content/face-images/2003/01/16/big/img_450.jpg,"[(0.66222222, 0.46111111, 0.27555556, 0.40222222)]"
/content/face-images/2002/09/01/big/img_16942.jpg,"[(0.27666667, 0.33555556, 0.17111111, 0.25777778), (0.53222222, 0.26111111, 0.07777778, 0.09555556), (0.06777778, 0.38777778, 0.06888889, 0.09555556), (0.79111111, 0.31111111, 0.07555556, 0.10666667), (0.71222222, 0.28222222, 0.07333333, 0.10666667)]"
/content/face-images/2002/08/02/big/img_51.jpg,"[(0.51, 0.37, 0.32222222, 0.58)]"
/content/face-images/2002/09/02/big/img_15379.jpg,"[(0.47555556, 0.32, 0.19555556, 0.30222222), (0.07111111, 0.53666667, 0.07555556, 0.11333333), (0.71555556, 0.41555556, 0.17333333, 0.24888889), (0.92, 0.36888889, 0.10222222, 0.15111111), (0.1, 0.42666667, 0.06666667, 0.09777778)]"
/content/face-images/2002/08/24/big/img_147.jpg,"[(0.50333333, 0.15222222, 0.16222222, 0.24222222)]"
/content/face-images/2002/08/30/big/img_18122.jpg,"[(0.50444444, 0.26444444, 0.27555556, 0.39555556)]"
/content/face-images/2002/07/26/big/img_950.jpg,"[(0.33555556, 0.33666667, 0.16888889, 0.25111111)]"
/content/face-images/2002/08/07/big/img_1400.jpg,"[(0.49, 0.22555556, 0.18888889, 0.30888889)]"
/content/face-images/2002/08/17/big/img_468.jpg,"[(0.49222222, 0.31555556, 0.30444444, 0.46222222)]"
/content/face-images/2002/08/15/big/img_470.jpg,"[(0.18333333, 0.41777778, 0.21111111, 0.30222222), (0.40333333, 0.37, 0.15333333, 0.21111111), (0.55555556, 0.43222222, 0.14666667, 0.18444444), (0.68777778, 0.52333333, 0.14444444, 0.19333333), (0.87888889, 0.50111111, 0.14444444, 0.21555556)]"
/content/face-images/2002/07/30/big/img_318.jpg,"[(0.24222222, 0.28555556, 0.17777778, 0.24666667), (0.69666667, 0.34222222, 0.12222222, 0.18222222)]"
/content/face-images/2002/07/22/big/img_644.jpg,"[(0.51222222, 0.22666667, 0.21555556, 0.32), (0.25666667, 0.29666667, 0.17555556, 0.26444444), (0.74222222, 0.34222222, 0.14666667, 0.20888889)]"
/content/face-images/2002/08/27/big/img_19732.jpg,"[(0.59111111, 0.40111111, 0.53333333, 0.66888889)]"
/content/face-images/2002/07/23/big/img_601.jpg,"[(0.45222222, 0.41333333, 0.50888889, 0.72444444), (0.02666667, 0.36, 0.32888889, 0.46666667)]"
/content/face-images/2002/08/26/big/img_398.jpg,"[(0.48555556, 0.41444444, 0.37111111, 0.56222222)]"
/content/face-images/2002/08/21/big/img_428.jpg,"[(0.09111111, 0.34111111, 0.14222222, 0.24666667), (0.52, 0.47888889, 0.14222222, 0.24666667), (0.88, 0.37, 0.15111111, 0.23333333)]"
/content/face-images/2002/08/06/big/img_2119.jpg,"[(0.57111111, 0.29666667, 0.32888889, 0.52666667)]"
/content/face-images/2002/08/29/big/img_19103.jpg,"[(0.5, 0.33444444, 0.16, 0.24222222), (0.61222222, 0.36888889, 0.07777778, 0.11111111), (0.84888889, 0.40777778, 0.11111111, 0.16222222)]"
/content/face-images/2003/01/14/big/img_933.jpg,"[(0.50444444, 0.39555556, 0.49777778, 0.68)]"
/content/face-images/2002/08/11/big/img_674.jpg,"[(0.51444444, 0.39, 0.43333333, 0.61555556)]"
/content/face-images/2002/08/28/big/img_19420.jpg,"[(0.24444444, 0.29444444, 0.13777778, 0.20666667), (0.60555556, 0.39111111, 0.13555556, 0.20888889), (0.87777778, 0.31111111, 0.12888889, 0.2)]"
/content/face-images/2002/08/03/big/img_418.jpg,"[(0.48555556, 0.36888889, 0.40222222, 0.61777778)]"
/content/face-images/2002/08/17/big/img_312.jpg,"[(0.5, 0.13333333, 0.17333333, 0.28), (0.88888889, 0.19888889, 0.14222222, 0.25555556), (0.26666667, 0.34666667, 0.20444444, 0.26222222)]"
/content/face-images/2002/07/25/big/img_1044.jpg,"[(0.56333333, 0.23111111, 0.29555556, 0.41333333)]"
/content/face-images/2003/01/17/big/img_671.jpg,"[(0.28111111, 0.35777778, 0.11777778, 0.21777778), (0.63444444, 0.32444444, 0.14888889, 0.23555556)]"
/content/face-images/2002/08/30/big/img_18297.jpg,"[(0.24333333, 0.27777778, 0.20666667, 0.34222222), (0.52444444, 0.25222222, 0.16444444, 0.23777778), (0.69666667, 0.29777778, 0.21555556, 0.33777778)]"
/content/face-images/2002/07/25/big/img_755.jpg,"[(0.29888889, 0.29, 0.14444444, 0.20666667), (0.70666667, 0.16555556, 0.16888889, 0.23777778)]"
/content/face-images/2002/07/23/big/img_471.jpg,"[(0.48222222, 0.40666667, 0.46666667, 0.68444444)]"
/content/face-images/2002/08/21/big/img_39.jpg,"[(0.46777778, 0.18111111, 0.19333333, 0.27777778), (0.32111111, 0.32222222, 0.29111111, 0.48)]"
/content/face-images/2002/07/26/big/img_699.jpg,"[(0.08444444, 0.39111111, 0.06222222, 0.08444444), (0.80444444, 0.34888889, 0.2, 0.29333333)]"
/content/face-images/2003/01/14/big/img_33.jpg,"[(0.38444444, 0.36666667, 0.16888889, 0.27555556), (0.63666667, 0.43888889, 0.17555556, 0.26888889), (0.90666667, 0.51666667, 0.07111111, 0.1)]"
/content/face-images/2002/07/31/big/img_411.jpg,"[(0.28222222, 0.25666667, 0.14222222, 0.19777778), (0.46333333, 0.16333333, 0.14888889, 0.24666667), (0.72, 0.21, 0.13777778, 0.20222222)]"
/content/face-images/2002/08/16/big/img_645.jpg,"[(0.26111111, 0.36222222, 0.20666667, 0.32888889)]"
/content/face-images/2003/01/17/big/img_116.jpg,"[(0.44333333, 0.46777778, 0.15777778, 0.22888889)]"
/content/face-images/2002/09/02/big/img_15903.jpg,"[(0.52444444, 0.30666667, 0.21333333, 0.38666667)]"
/content/face-images/2002/08/20/big/img_120.jpg,"[(0.08, 0.52777778, 0.03111111, 0.04222222), (0.50777778, 0.35222222, 0.14, 0.19333333), (0.23111111, 0.50111111, 0.02666667, 0.03777778)]"
/content/face-images/2002/08/22/big/img_176.jpg,"[(0.32, 0.33777778, 0.16444444, 0.26222222), (0.41666667, 0.37333333, 0.14, 0.21333333), (0.69, 0.26666667, 0.14444444, 0.24)]"
/content/face-images/2002/07/29/big/img_1316.jpg,"[(0.70888889, 0.55, 0.30666667, 0.46444444), (0.28111111, 0.52555556, 0.45111111, 0.64222222)]"
/content/face-images/2002/08/27/big/img_19914.jpg,"[(0.31, 0.31222222, 0.32666667, 0.42)]"
/content/face-images/2002/07/22/big/img_719.jpg,"[(0.50666667, 0.40777778, 0.54222222, 0.69555556)]"
/content/face-images/2002/08/28/big/img_19239.jpg,"[(0.33111111, 0.46, 0.44444444, 0.66222222)]"
/content/face-images/2003/01/13/big/img_385.jpg,"[(0.58111111, 0.19888889, 0.15777778, 0.24222222)]"
/content/face-images/2002/08/08/big/img_525.jpg,"[(0.45222222, 0.32777778, 0.17555556, 0.27333333)]"
/content/face-images/2002/07/19/big/img_782.jpg,"[(0.47222222, 0.36444444, 0.24222222, 0.32888889)]"
/content/face-images/2002/08/13/big/img_843.jpg,"[(0.15111111, 0.47444444, 0.07555556, 0.10444444), (0.21222222, 0.49222222, 0.11777778, 0.15333333), (0.41444444, 0.33444444, 0.07333333, 0.11333333), (0.65888889, 0.43777778, 0.10888889, 0.15555556), (0.77666667, 0.53444444, 0.17555556, 0.22), (0.86666667, 0.46111111, 0.07111111, 0.09555556), (0.98444444, 0.47888889, 0.12, 0.14888889)]"
/content/face-images/2002/07/30/big/img_107.jpg,"[(0.30111111, 0.39777778, 0.26888889, 0.4), (0.70555556, 0.44444444, 0.23777778, 0.38666667)]"
/content/face-images/2002/08/11/big/img_752.jpg,"[(0.31888889, 0.39222222, 0.23333333, 0.37555556), (0.59333333, 0.26333333, 0.28444444, 0.46), (0.51888889, 0.12666667, 0.20222222, 0.30222222)]"
/content/face-images/2002/07/29/big/img_383.jpg,"[(0.49666667, 0.44111111, 0.38, 0.59333333)]"
/content/face-images/2002/08/26/big/img_249.jpg,"[(0.18333333, 0.45333333, 0.34888889, 0.49333333)]"
/content/face-images/2002/08/29/big/img_18860.jpg,"[(0.53444444, 0.29888889, 0.34888889, 0.46888889)]"
/content/face-images/2002/07/30/big/img_70.jpg,"[(0.33444444, 0.15333333, 0.15333333, 0.25333333)]"
/content/face-images/2002/07/26/big/img_194.jpg,"[(0.42111111, 0.16, 0.14444444, 0.23111111)]"
/content/face-images/2002/08/15/big/img_530.jpg,"[(0.46777778, 0.39666667, 0.33111111, 0.48222222)]"
/content/face-images/2002/08/08/big/img_816.jpg,"[(0.30888889, 0.33333333, 0.19111111, 0.32), (0.53666667, 0.49333333, 0.10888889, 0.15111111), (0.79222222, 0.48, 0.10888889, 0.15111111), (0.95111111, 0.43888889, 0.10666667, 0.14), (0.45111111, 0.47, 0.08444444, 0.11777778)]"
/content/face-images/2002/07/31/big/img_286.jpg,"[(0.40555556, 0.20888889, 0.16222222, 0.26666667), (0.59777778, 0.30555556, 0.16, 0.25555556)]"
/content/face-images/2003/01/13/big/img_294.jpg,"[(0.48666667, 0.2, 0.19555556, 0.27111111), (0.71, 0.32333333, 0.03777778, 0.05555556)]"
/content/face-images/2002/07/31/big/img_251.jpg,"[(0.52444444, 0.31666667, 0.32, 0.52222222)]"
/content/face-images/2002/07/24/big/img_13.jpg,"[(0.49666667, 0.33222222, 0.23333333, 0.34888889)]"
/content/face-images/2002/08/31/big/img_17938.jpg,"[(0.44, 0.31777778, 0.24, 0.34666667)]"
/content/face-images/2002/07/22/big/img_642.jpg,"[(0.23777778, 0.31666667, 0.07555556, 0.10444444), (0.43444444, 0.17666667, 0.17555556, 0.24666667)]"
/content/face-images/2003/01/14/big/img_728.jpg,"[(0.32333333, 0.31, 0.26, 0.41555556)]"
/content/face-images/2002/08/18/big/img_47.jpg,"[(0.76333333, 0.32666667, 0.17555556, 0.28888889), (0.33555556, 0.32222222, 0.03555556, 0.05333333)]"
/content/face-images/2002/08/22/big/img_306.jpg,"[(0.43888889, 0.51222222, 0.13555556, 0.19333333), (0.65111111, 0.26111111, 0.17777778, 0.26)]"
/content/face-images/2002/08/20/big/img_348.jpg,"[(0.47333333, 0.44555556, 0.24888889, 0.43333333)]"
/content/face-images/2002/08/15/big/img_764.jpg,"[(0.49666667, 0.34777778, 0.21555556, 0.33111111)]"
/content/face-images/2002/08/08/big/img_163.jpg,"[(0.22888889, 0.36777778, 0.13777778, 0.21111111)]"
/content/face-images/2002/07/23/big/img_531.jpg,"[(0.46777778, 0.34111111, 0.39333333, 0.61111111)]"
/content/face-images/2002/07/23/big/img_467.jpg,"[(0.37333333, 0.27222222, 0.31555556, 0.41555556), (0.44333333, 0.66777778, 0.25555556, 0.37111111)]"
/content/face-images/2003/01/16/big/img_743.jpg,"[(0.50666667, 0.31222222, 0.28444444, 0.45111111)]"
/content/face-images/2003/01/13/big/img_535.jpg,"[(0.49333333, 0.31333333, 0.19111111, 0.29777778)]"
/content/face-images/2002/08/02/big/img_523.jpg,"[(0.50666667, 0.33111111, 0.32888889, 0.52888889)]"
/content/face-images/2002/08/22/big/img_120.jpg,"[(0.38777778, 0.29, 0.21555556, 0.31333333), (0.65, 0.43666667, 0.21111111, 0.32222222)]"
/content/face-images/2002/08/11/big/img_496.jpg,"[(0.13222222, 0.46222222, 0.15333333, 0.24888889), (0.37, 0.47888889, 0.16222222, 0.27333333), (0.62222222, 0.46777778, 0.17777778, 0.26444444), (0.86444444, 0.46222222, 0.16, 0.24)]"
/content/face-images/2002/08/29/big/img_19075.jpg,"[(0.48444444, 0.42777778, 0.45777778, 0.76222222)]"
/content/face-images/2002/08/08/big/img_465.jpg,"[(0.48333333, 0.35222222, 0.41111111, 0.60222222)]"
/content/face-images/2002/08/09/big/img_790.jpg,"[(0.22111111, 0.29, 0.17555556, 0.25111111), (0.71333333, 0.25333333, 0.16444444, 0.24888889)]"
/content/face-images/2002/08/19/big/img_588.jpg,"[(0.54111111, 0.37333333, 0.41555556, 0.62222222)]"
/content/face-images/2002/08/23/big/img_407.jpg,"[(0.49111111, 0.42444444, 0.40444444, 0.72888889)]"
/content/face-images/2003/01/17/big/img_435.jpg,"[(0.48666667, 0.29, 0.14666667, 0.21555556)]"
/content/face-images/2002/08/24/big/img_398.jpg,"[(0.69222222, 0.31333333, 0.26888889, 0.42222222)]"
/content/face-images/2002/08/27/big/img_19899.jpg,"[(0.06888889, 0.35666667, 0.18666667, 0.20666667), (0.31111111, 0.33777778, 0.16888889, 0.27111111), (0.19333333, 0.14111111, 0.08, 0.11333333), (0.26444444, 0.14111111, 0.10222222, 0.11777778), (0.38, 0.18111111, 0.11111111, 0.15333333), (0.54888889, 0.14333333, 0.12444444, 0.19333333), (0.72666667, 0.23222222, 0.12444444, 0.17555556), (0.60222222, 0.40888889, 0.20888889, 0.31111111), (0.85, 0.18444444, 0.17555556, 0.24888889), (0.12111111, 0.32111111, 0.13111111, 0.18888889)]"
/content/face-images/2003/01/15/big/img_335.jpg,"[(0.57555556, 0.20555556, 0.16888889, 0.25555556), (0.37666667, 0.17222222, 0.08666667, 0.14), (0.85555556, 0.77555556, 0.13333333, 0.18666667), (0.81888889, 0.66333333, 0.10888889, 0.15777778), (0.17111111, 0.80555556, 0.11555556, 0.18444444)]"
/content/face-images/2002/08/13/big/img_493.jpg,"[(0.53222222, 0.25555556, 0.26888889, 0.42222222)]"
/content/face-images/2002/09/02/big/img_15460.jpg,"[(0.50111111, 0.25777778, 0.18888889, 0.25333333)]"
/content/face-images/2002/07/31/big/img_470.jpg,"[(0.56, 0.19444444, 0.18666667, 0.29111111)]"
/content/face-images/2002/08/05/big/img_3550.jpg,"[(0.55333333, 0.15222222, 0.14222222, 0.23333333)]"
/content/face-images/2002/07/28/big/img_123.jpg,"[(0.49222222, 0.32333333, 0.29111111, 0.49111111)]"
/content/face-images/2002/08/01/big/img_1498.jpg,"[(0.51111111, 0.34333333, 0.36888889, 0.54888889)]"
/content/face-images/2002/08/04/big/img_504.jpg,"[(0.49555556, 0.26, 0.26222222, 0.39555556)]"
/content/face-images/2003/01/17/big/img_427.jpg,"[(0.50666667, 0.34555556, 0.28444444, 0.43333333)]"
/content/face-images/2002/08/27/big/img_19708.jpg,"[(0.46444444, 0.29333333, 0.31555556, 0.49333333)]"
/content/face-images/2002/07/27/big/img_861.jpg,"[(0.49222222, 0.40333333, 0.37111111, 0.62)]"
/content/face-images/2002/07/25/big/img_685.jpg,"[(0.29888889, 0.34111111, 0.18444444, 0.26)]"
/content/face-images/2002/07/31/big/img_207.jpg,"[(0.37333333, 0.28888889, 0.10666667, 0.16444444), (0.75888889, 0.33222222, 0.14, 0.21111111)]"
/content/face-images/2003/01/14/big/img_745.jpg,"[(0.46777778, 0.25888889, 0.34888889, 0.45111111)]"
/content/face-images/2002/08/31/big/img_17756.jpg,"[(0.47444444, 0.41222222, 0.29111111, 0.42444444)]"
/content/face-images/2002/08/24/big/img_288.jpg,"[(0.43666667, 0.64333333, 0.33555556, 0.47333333), (0.66555556, 0.29666667, 0.39333333, 0.53555556)]"
/content/face-images/2002/08/18/big/img_181.jpg,"[(0.48555556, 0.55777778, 0.17111111, 0.25777778), (0.63888889, 0.11222222, 0.06444444, 0.08666667), (0.76444444, 0.19555556, 0.07555556, 0.10222222)]"
/content/face-images/2002/08/10/big/img_520.jpg,"[(0.53444444, 0.42555556, 0.54, 0.77555556)]"
/content/face-images/2002/08/25/big/img_705.jpg,"[(0.47666667, 0.52555556, 0.59777778, 0.90444444)]"
/content/face-images/2002/08/23/big/img_226.jpg,"[(0.36777778, 0.18777778, 0.18888889, 0.23777778)]"
/content/face-images/2002/08/04/big/img_727.jpg,"[(0.50888889, 0.44, 0.48444444, 0.78222222)]"
/content/face-images/2002/07/24/big/img_625.jpg,"[(0.69222222, 0.44666667, 0.25111111, 0.38222222), (0.47111111, 0.15888889, 0.23555556, 0.34444444), (0.82111111, 0.18222222, 0.15333333, 0.22222222)]"
